ID,pollutant,tissue,concentration,status,outlier,prediction,residual,model_anomaly,final_anomaly_flag
49_14_muscle,Metal_A,muscle,14.51,Detected,no,4.712542126361265,-95.82482766522617,False,False
49_14_liver,Metal_A,liver,70.5,Detected,no,4.712542126361265,-39.83482766522617,False,False
49_14_inksac,Metal_A,inksac,6.95,Detected,no,4.712542126361265,-103.38482766522617,False,False
49_14_stomach,Metal_A,stomach,6235.04,Detected,no,4.712542126361265,6124.705172334774,False,False
49_07_muscle,Metal_A,muscle,14.99,Detected,no,4.712542126361265,-95.34482766522618,False,False
49_07_liver,Metal_A,liver,87.69,Detected,no,4.712542126361265,-22.644827665226174,False,False
49_07_inksac,Metal_A,inksac,60.96,Detected,no,4.712542126361265,-49.37482766522617,False,False
49_07_stomach,Metal_A,stomach,3709.4,Detected,no,4.712542126361265,3599.0651723347737,False,False
49_11_muscle,Metal_A,muscle,16.4,Detected,no,4.712542126361265,-93.93482766522618,False,False
49_11_liver,Metal_A,liver,81.7,Detected,no,4.712542126361265,-28.63482766522617,False,False
49_11_inksac,Metal_A,inksac,74.86,Detected,no,4.712542126361265,-35.47482766522617,False,False
49_11_stomach,Metal_A,stomach,8378.81,Detected,no,4.712542126361265,8268.475172334773,True,True
49_12_muscle,Metal_A,muscle,10.54,Detected,no,4.712542126361265,-99.79482766522617,False,False
49_12_liver,Metal_A,liver,67.66,Detected,no,4.712542126361265,-42.674827665226175,False,False
49_12_inksac,Metal_A,inksac,27.01,Detected,no,4.712542126361265,-83.32482766522617,False,False
49_12_stomach,Metal_A,stomach,7074.96,Detected,no,4.712542126361265,6964.625172334774,False,False
49_15_muscle,Metal_A,muscle,18.51,Detected,no,4.712542126361265,-91.82482766522617,False,False
49_15_liver,Metal_A,liver,92.21,Detected,no,4.712542126361265,-18.124827665226178,False,False
49_15_inksac,Metal_A,inksac,64.92,Detected,no,4.712542126361265,-45.41482766522617,False,False
49_15_stomach,Metal_A,stomach,5934.23,Detected,no,4.712542126361265,5823.895172334774,False,False
49_10_muscle,Metal_A,muscle,8.86,Detected,no,4.712542126361265,-101.47482766522617,False,False
49_13_muscle,Metal_A,muscle,10.29,Detected,no,4.712542126361265,-100.04482766522617,False,False
49_10_liver,Metal_A,liver,65.87,Detected,no,4.712542126361265,-44.46482766522617,False,False
49_13_liver,Metal_A,liver,70.05,Detected,no,4.712542126361265,-40.284827665226175,False,False
49_10_inksac,Metal_A,inksac,16.0,Detected,no,4.712542126361265,-94.33482766522617,False,False
49_13_inksac,Metal_A,inksac,29.74,Detected,no,4.712542126361265,-80.59482766522618,False,False
49_10_stomach,Metal_A,stomach,1296.54,Detected,no,4.712542126361265,1186.2051723347738,False,False
49_13_stomach,Metal_A,stomach,2953.64,Detected,no,4.712542126361265,2843.3051723347735,False,False
49_08_muscle,Metal_A,muscle,18.87,Detected,no,4.712542126361265,-91.46482766522617,False,False
49_08_liver,Metal_A,liver,56.63,Detected,no,4.712542126361265,-53.70482766522617,False,False
49_08_inksac,Metal_A,inksac,64.31,Detected,no,4.712542126361265,-46.02482766522617,False,False
49_08_stomach,Metal_A,stomach,2573.67,Detected,no,4.712542126361265,2463.3351723347737,False,False
60_10_muscle,Metal_A,muscle,0.8,BLOD,no,3.691352529514493,-38.29904543896059,False,False
60_10_liver,Metal_A,liver,3.67,Detected,no,3.691352529514493,-35.429045438960586,False,False
60_10_stomach,Metal_A,stomach,1540.66,Detected,no,3.691352529514493,1501.5609545610396,False,False
49_06_muscle,Metal_A,muscle,11.19,Detected,no,4.712542126361265,-99.14482766522617,False,False
49_06_liver,Metal_A,liver,96.71,Detected,no,4.712542126361265,-13.624827665226178,False,False
49_06_inksac,Metal_A,inksac,69.71,Detected,no,4.712542126361265,-40.62482766522618,False,False
49_06_stomach,Metal_A,stomach,5996.68,Detected,no,4.712542126361265,5886.345172334774,False,False
60_09_muscle,Metal_A,muscle,0.82,BLOD,no,3.691352529514493,-38.27904543896059,False,False
60_09_liver,Metal_A,liver,0.43,Detected,no,3.691352529514493,-38.66904543896059,False,False
60_09_inksac,Metal_A,inksac,53.7,Detected,no,3.691352529514493,14.600954561039416,False,False
60_09_stomach,Metal_A,stomach,3813.94,Detected,no,3.691352529514493,3774.8409545610393,False,False
49_09_muscle,Metal_A,muscle,16.59,Detected,no,4.712542126361265,-93.74482766522617,False,False
49_09_liver,Metal_A,liver,111.33,Detected,no,4.712542126361265,0.9951723347738266,False,False
49_09_inksac,Metal_A,inksac,45.58,Detected,no,4.712542126361265,-64.75482766522617,False,False
49_09_stomach,Metal_A,stomach,3000.45,Detected,no,4.712542126361265,2890.1151723347734,False,False
65_07_muscle,Metal_A,muscle,0.81,BLOD,no,3.516789704622431,-31.8661443742723,False,False
65_07_liver,Metal_A,liver,1.78,Detected,no,3.516789704622431,-30.896144374272296,False,False
65_07_inksac,Metal_A,inksac,64.59,Detected,no,3.516789704622431,31.913855625727706,False,False
65_07_stomach,Metal_A,stomach,3759.7,Detected,no,3.516789704622431,3727.0238556257277,False,False
65_06_muscle,Metal_A,muscle,0.78,BLOD,no,3.516789704622431,-31.896144374272296,False,False
65_06_liver,Metal_A,liver,2.15,Detected,no,3.516789704622431,-30.5261443742723,False,False
65_06_inksac,Metal_A,inksac,8.12,Detected,no,3.516789704622431,-24.5561443742723,False,False
65_06_stomach,Metal_A,stomach,1538.23,Detected,no,3.516789704622431,1505.5538556257277,False,False
65_08_muscle,Metal_A,muscle,0.72,BLOD,no,3.516789704622431,-31.9561443742723,False,False
65_08_liver,Metal_A,liver,2.03,Detected,no,3.516789704622431,-30.646144374272296,False,False
65_08_stomach,Metal_A,stomach,4532.01,Detected,no,3.516789704622431,4499.333855625728,False,False
60_08_muscle,Metal_A,muscle,0.82,BLOD,no,3.691352529514493,-38.27904543896059,False,False
60_08_liver,Metal_A,liver,0.04,Detected,no,3.691352529514493,-39.05904543896059,False,False
60_08_inksac,Metal_A,inksac,212.5,Detected,yes,3.691352529514493,173.4009545610394,False,True
60_08_stomach,Metal_A,stomach,3591.76,Detected,no,3.691352529514493,3552.6609545610395,False,False
60_12_muscle,Metal_A,muscle,0.82,BLOD,no,3.691352529514493,-38.27904543896059,False,False
60_12_liver,Metal_A,liver,1.32,Detected,no,3.691352529514493,-37.77904543896059,False,False
60_12_inksac,Metal_A,inksac,56.82,Detected,no,3.691352529514493,17.720954561039413,False,False
60_12_stomach,Metal_A,stomach,6443.75,Detected,no,3.691352529514493,6404.65095456104,False,False
60_01_muscle,Metal_A,muscle,0.83,BLOD,no,3.691352529514493,-38.26904543896059,False,False
60_01_liver,Metal_A,liver,4.89,Detected,no,3.691352529514493,-34.20904543896059,False,False
60_01_inksac,Metal_A,inksac,58.43,Detected,no,3.691352529514493,19.330954561039412,False,False
60_01_stomach,Metal_A,stomach,1589.72,Detected,no,3.691352529514493,1550.6209545610395,False,False
65_01_muscle,Metal_A,muscle,0.78,BLOD,no,3.516789704622431,-31.896144374272296,False,False
65_01_liver,Metal_A,liver,4.61,Detected,no,3.516789704622431,-28.066144374272298,False,False
65_01_stomach,Metal_A,stomach,1582.34,Detected,no,3.516789704622431,1549.6638556257276,False,False
28_12_muscle,Metal_A,muscle,7.26,Detected,no,5.27518968323683,-187.1675423258521,False,False
28_12_liver,Metal_A,liver,86.43,Detected,no,5.27518968323683,-107.9975423258521,False,False
28_12_stomach,Metal_A,stomach,11396.88,Detected,no,5.27518968323683,11202.452457674148,True,True
65_15_muscle,Metal_A,muscle,0.87,BLOD,no,3.516789704622431,-31.806144374272296,False,False
65_15_liver,Metal_A,liver,0.23,Detected,no,3.516789704622431,-32.4461443742723,False,False
65_15_inksac,Metal_A,inksac,28.09,Detected,no,3.516789704622431,-4.586144374272298,False,False
65_15_stomach,Metal_A,stomach,1695.69,Detected,no,3.516789704622431,1663.0138556257277,False,False
65_09_muscle,Metal_A,muscle,0.76,BLOD,no,3.516789704622431,-31.916144374272296,False,False
65_09_liver,Metal_A,liver,4.6,Detected,no,3.516789704622431,-28.076144374272296,False,False
65_09_inksac,Metal_A,inksac,102.29,Detected,no,3.516789704622431,69.61385562572771,False,False
65_09_stomach,Metal_A,stomach,2131.87,Detected,no,3.516789704622431,2099.193855625728,False,False
65_02_muscle,Metal_A,muscle,0.85,BLOD,no,3.516789704622431,-31.826144374272296,False,False
65_12_muscle,Metal_A,muscle,0.76,BLOD,no,3.516789704622431,-31.916144374272296,False,False
65_02_liver,Metal_A,liver,3.28,Detected,no,3.516789704622431,-29.396144374272296,False,False
65_12_liver,Metal_A,liver,2.64,Detected,no,3.516789704622431,-30.036144374272297,False,False
65_02_inksac,Metal_A,inksac,56.37,Detected,no,3.516789704622431,23.6938556257277,False,False
65_12_inksac,Metal_A,inksac,9.02,Detected,no,3.516789704622431,-23.656144374272298,False,False
65_02_stomach,Metal_A,stomach,6237.51,Detected,no,3.516789704622431,6204.833855625728,False,False
65_12_stomach,Metal_A,stomach,4669.97,Detected,no,3.516789704622431,4637.293855625728,False,False
60_11_muscle,Metal_A,muscle,0.79,BLOD,no,3.691352529514493,-38.30904543896059,False,False
60_11_liver,Metal_A,liver,0.8,BLOD,no,3.691352529514493,-38.29904543896059,False,False
60_11_inksac,Metal_A,inksac,64.63,Detected,no,3.691352529514493,25.530954561039408,False,False
60_11_stomach,Metal_A,stomach,7530.67,Detected,no,3.691352529514493,7491.57095456104,False,False
60_14_muscle,Metal_A,muscle,0.78,BLOD,no,3.691352529514493,-38.319045438960586,False,False
60_14_liver,Metal_A,liver,2.43,Detected,no,3.691352529514493,-36.66904543896059,False,False
60_14_inksac,Metal_A,inksac,39.46,Detected,no,3.691352529514493,0.3609545610394136,False,False
60_14_stomach,Metal_A,stomach,7413.39,Detected,no,3.691352529514493,7374.29095456104,False,False
60_05_muscle,Metal_A,muscle,0.84,BLOD,no,3.691352529514493,-38.259045438960584,False,False
60_05_liver,Metal_A,liver,1.2,Detected,no,3.691352529514493,-37.899045438960584,False,False
60_05_inksac,Metal_A,inksac,68.98,Detected,no,3.691352529514493,29.880954561039417,False,False
60_05_stomach,Metal_A,stomach,6561.83,Detected,no,3.691352529514493,6522.73095456104,False,False
65_11_muscle,Metal_A,muscle,0.83,BLOD,no,3.516789704622431,-31.8461443742723,False,False
65_11_liver,Metal_A,liver,0.31,Detected,no,3.516789704622431,-32.366144374272295,False,False
65_11_inksac,Metal_A,inksac,10.91,Detected,no,3.516789704622431,-21.766144374272297,False,False
65_11_stomach,Metal_A,stomach,3202.86,Detected,no,3.516789704622431,3170.183855625728,False,False
60_13_muscle,Metal_A,muscle,0.83,BLOD,no,3.691352529514493,-38.26904543896059,False,False
65_10_muscle,Metal_A,muscle,0.84,BLOD,no,3.516789704622431,-31.836144374272298,False,False
60_13_liver,Metal_A,liver,4.2,Detected,no,3.691352529514493,-34.899045438960584,False,False
65_10_liver,Metal_A,liver,2.19,Detected,no,3.516789704622431,-30.486144374272296,False,False
60_13_inksac,Metal_A,inksac,79.13,Detected,no,3.691352529514493,40.03095456103941,False,False
65_10_inksac,Metal_A,inksac,79.97,Detected,no,3.516789704622431,47.2938556257277,False,False
60_13_stomach,Metal_A,stomach,1729.81,Detected,no,3.691352529514493,1690.7109545610394,False,False
65_10_stomach,Metal_A,stomach,3418.73,Detected,no,3.516789704622431,3386.053855625728,False,False
60_07_muscle,Metal_A,muscle,0.78,BLOD,no,3.691352529514493,-38.319045438960586,False,False
60_07_liver,Metal_A,liver,2.72,Detected,no,3.691352529514493,-36.37904543896059,False,False
60_07_stomach,Metal_A,stomach,4197.81,Detected,no,3.691352529514493,4158.71095456104,False,False
65_14_muscle,Metal_A,muscle,0.84,BLOD,no,3.516789704622431,-31.836144374272298,False,False
65_14_liver,Metal_A,liver,1.87,Detected,no,3.516789704622431,-30.806144374272296,False,False
65_14_stomach,Metal_A,stomach,1206.27,Detected,no,3.516789704622431,1173.5938556257277,False,False
28_04_muscle,Metal_A,muscle,2.37,Detected,no,5.27518968323683,-192.0575423258521,False,False
28_04_liver,Metal_A,liver,124.66,Detected,no,5.27518968323683,-69.7675423258521,False,False
28_04_stomach,Metal_A,stomach,575.0,Detected,no,5.27518968323683,380.5724576741479,False,False
60_02_muscle,Metal_A,muscle,0.85,BLOD,no,3.691352529514493,-38.249045438960586,False,False
60_02_liver,Metal_A,liver,5.14,Detected,no,3.691352529514493,-33.95904543896059,False,False
60_02_inksac,Metal_A,inksac,57.57,Detected,no,3.691352529514493,18.470954561039413,False,False
60_02_stomach,Metal_A,stomach,2448.64,Detected,no,3.691352529514493,2409.540954561039,False,False
60_03_muscle,Metal_A,muscle,0.77,BLOD,no,3.691352529514493,-38.329045438960584,False,False
60_04_muscle,Metal_A,muscle,0.83,BLOD,no,3.691352529514493,-38.26904543896059,False,False
60_03_liver,Metal_A,liver,0.72,Detected,no,3.691352529514493,-38.37904543896059,False,False
60_04_liver,Metal_A,liver,0.78,Detected,no,3.691352529514493,-38.319045438960586,False,False
60_04_inksac,Metal_A,inksac,59.13,Detected,no,3.691352529514493,20.030954561039415,False,False
60_03_stomach,Metal_A,stomach,1510.36,Detected,no,3.691352529514493,1471.2609545610394,False,False
60_04_stomach,Metal_A,stomach,6457.85,Detected,no,3.691352529514493,6418.75095456104,False,False
47_12_muscle,Metal_A,muscle,20.1,Detected,no,4.591518163860535,-77.54407440978471,False,False
47_12_liver,Metal_A,liver,87.71,Detected,no,4.591518163860535,-9.934074409784714,False,False
47_12_inksac,Metal_A,inksac,62.13,Detected,no,4.591518163860535,-35.514074409784705,False,False
47_12_stomach,Metal_A,stomach,3229.31,Detected,no,4.591518163860535,3131.665925590215,False,False
65_13_muscle,Metal_A,muscle,0.8,BLOD,no,3.516789704622431,-31.876144374272297,False,False
65_13_liver,Metal_A,liver,1.97,Detected,no,3.516789704622431,-30.7061443742723,False,False
65_13_inksac,Metal_A,inksac,95.83,Detected,no,3.516789704622431,63.1538556257277,False,False
65_13_stomach,Metal_A,stomach,5768.68,Detected,no,3.516789704622431,5736.003855625728,False,False
60_06_muscle,Metal_A,muscle,0.83,BLOD,no,3.691352529514493,-38.26904543896059,False,False
60_06_liver,Metal_A,liver,6.13,Detected,no,3.691352529514493,-32.969045438960585,False,False
60_06_inksac,Metal_A,inksac,34.08,Detected,no,3.691352529514493,-5.019045438960589,False,False
60_06_stomach,Metal_A,stomach,4745.3,Detected,no,3.691352529514493,4706.20095456104,False,False
49_01_muscle,Metal_A,muscle,9.29,Detected,no,4.712542126361265,-101.04482766522617,False,False
49_01_liver,Metal_A,liver,73.2,Detected,no,4.712542126361265,-37.13482766522617,False,False
49_01_stomach,Metal_A,stomach,7051.11,Detected,no,4.712542126361265,6940.775172334774,False,False
26_15_muscle,Metal_A,muscle,4.95,Detected,no,4.601846264165487,-93.71815962899188,False,False
26_15_liver,Metal_A,liver,79.6,Detected,no,4.601846264165487,-19.068159628991893,False,False
26_15_stomach,Metal_A,stomach,5334.46,Detected,no,4.601846264165487,5235.791840371008,False,False
28_10_muscle,Metal_A,muscle,14.23,Detected,no,5.27518968323683,-180.1975423258521,False,False
28_10_liver,Metal_A,liver,83.99,Detected,no,5.27518968323683,-110.4375423258521,False,False
28_10_stomach,Metal_A,stomach,1992.34,Detected,no,5.27518968323683,1797.9124576741478,False,False
60_15_muscle,Metal_A,muscle,0.8,BLOD,no,3.691352529514493,-38.29904543896059,False,False
60_15_liver,Metal_A,liver,0.67,Detected,no,3.691352529514493,-38.429045438960586,False,False
60_15_stomach,Metal_A,stomach,7148.43,Detected,no,3.691352529514493,7109.33095456104,False,False
47_03_muscle,Metal_A,muscle,4.42,Detected,no,4.591518163860535,-93.2240744097847,False,False
47_03_liver,Metal_A,liver,124.19,Detected,no,4.591518163860535,26.54592559021529,False,False
47_03_inksac,Metal_A,inksac,20.63,Detected,no,4.591518163860535,-77.01407440978471,False,False
47_03_stomach,Metal_A,stomach,7267.24,Detected,no,4.591518163860535,7169.595925590215,False,False
28_08_muscle,Metal_A,muscle,1.75,Detected,no,5.27518968323683,-192.6775423258521,False,False
28_08_liver,Metal_A,liver,115.32,Detected,no,5.27518968323683,-79.10754232585211,False,False
28_08_stomach,Metal_A,stomach,3878.2,Detected,no,5.27518968323683,3683.7724576741475,False,False
26_07_muscle,Metal_A,muscle,14.52,Detected,no,4.601846264165487,-84.14815962899189,False,False
26_07_liver,Metal_A,liver,135.45,Detected,no,4.601846264165487,36.7818403710081,False,False
26_07_stomach,Metal_A,stomach,4823.76,Detected,no,4.601846264165487,4725.091840371008,False,False
65_03_muscle,Metal_A,muscle,0.86,BLOD,no,3.516789704622431,-31.816144374272298,False,False
65_03_liver,Metal_A,liver,1.55,Detected,no,3.516789704622431,-31.126144374272297,False,False
65_03_inksac,Metal_A,inksac,42.02,Detected,no,3.516789704622431,9.343855625727706,False,False
65_03_stomach,Metal_A,stomach,4304.52,Detected,no,3.516789704622431,4271.843855625728,False,False
65_04_muscle,Metal_A,muscle,0.79,BLOD,no,3.516789704622431,-31.8861443742723,False,False
65_04_liver,Metal_A,liver,1.22,Detected,no,3.516789704622431,-31.4561443742723,False,False
65_04_inksac,Metal_A,inksac,64.66,Detected,no,3.516789704622431,31.9838556257277,False,False
65_04_stomach,Metal_A,stomach,3809.88,Detected,no,3.516789704622431,3777.203855625728,False,False
26_03_muscle,Metal_A,muscle,19.4,Detected,no,4.601846264165487,-79.2681596289919,False,False
26_03_liver,Metal_A,liver,83.17,Detected,no,4.601846264165487,-15.498159628991885,False,False
26_03_stomach,Metal_A,stomach,10651.56,Detected,no,4.601846264165487,10552.891840371007,True,True
28_11_muscle,Metal_A,muscle,6.6,Detected,no,5.27518968323683,-187.8275423258521,False,False
28_11_liver,Metal_A,liver,97.57,Detected,no,5.27518968323683,-96.85754232585211,False,False
28_11_stomach,Metal_A,stomach,12336.14,Detected,no,5.27518968323683,12141.712457674148,True,True
47_07_muscle,Metal_A,muscle,14.79,Detected,no,4.591518163860535,-82.85407440978472,False,False
47_07_liver,Metal_A,liver,97.11,Detected,no,4.591518163860535,-0.5340744097847079,False,False
47_07_inksac,Metal_A,inksac,85.89,Detected,no,4.591518163860535,-11.754074409784707,False,False
47_07_stomach,Metal_A,stomach,3034.13,Detected,no,4.591518163860535,2936.4859255902156,False,False
26_09_muscle,Metal_A,muscle,4.05,Detected,no,4.601846264165487,-94.61815962899189,False,False
26_09_liver,Metal_A,liver,122.12,Detected,no,4.601846264165487,23.451840371008117,False,False
26_09_stomach,Metal_A,stomach,4669.83,Detected,no,4.601846264165487,4571.161840371008,False,False
65_05_muscle,Metal_A,muscle,0.76,BLOD,no,3.516789704622431,-31.916144374272296,False,False
65_05_liver,Metal_A,liver,3.48,Detected,no,3.516789704622431,-29.196144374272297,False,False
65_05_stomach,Metal_A,stomach,4196.57,Detected,no,3.516789704622431,4163.893855625727,False,False
26_08_muscle,Metal_A,muscle,5.38,Detected,no,4.601846264165487,-93.28815962899189,False,False
26_08_liver,Metal_A,liver,134.72,Detected,no,4.601846264165487,36.05184037100811,False,False
26_08_stomach,Metal_A,stomach,6971.94,Detected,no,4.601846264165487,6873.271840371008,False,False
47_02_muscle,Metal_A,muscle,13.56,Detected,no,4.591518163860535,-84.0840744097847,False,False
47_02_liver,Metal_A,liver,85.45,Detected,no,4.591518163860535,-12.194074409784704,False,False
47_02_inksac,Metal_A,inksac,64.63,Detected,no,4.591518163860535,-33.01407440978471,False,False
47_02_stomach,Metal_A,stomach,1683.29,Detected,no,4.591518163860535,1585.6459255902153,False,False
28_05_muscle,Metal_A,muscle,18.43,Detected,no,5.27518968323683,-175.9975423258521,False,False
28_05_liver,Metal_A,liver,128.26,Detected,no,5.27518968323683,-66.16754232585211,False,False
28_05_stomach,Metal_A,stomach,6424.76,Detected,no,5.27518968323683,6230.332457674148,False,False
26_04_muscle,Metal_A,muscle,13.43,Detected,no,4.601846264165487,-85.2381596289919,False,False
26_04_liver,Metal_A,liver,74.17,Detected,no,4.601846264165487,-24.498159628991885,False,False
26_04_stomach,Metal_A,stomach,259.46,Detected,no,4.601846264165487,160.7918403710081,False,False
47_13_muscle,Metal_A,muscle,1.38,Detected,no,4.591518163860535,-96.26407440978471,False,False
47_14_muscle,Metal_A,muscle,13.6,Detected,no,4.591518163860535,-84.04407440978471,False,False
47_13_liver,Metal_A,liver,114.63,Detected,no,4.591518163860535,16.985925590215288,False,False
47_14_liver,Metal_A,liver,76.5,Detected,no,4.591518163860535,-21.144074409784707,False,False
47_13_inksac,Metal_A,inksac,76.92,Detected,no,4.591518163860535,-20.724074409784706,False,False
47_14_inksac,Metal_A,inksac,107.81,Detected,no,4.591518163860535,10.165925590215295,False,False
47_13_stomach,Metal_A,stomach,8296.4,Detected,no,4.591518163860535,8198.755925590214,False,False
47_14_stomach,Metal_A,stomach,7799.52,Detected,no,4.591518163860535,7701.875925590216,False,False
28_03_muscle,Metal_A,muscle,11.35,Detected,no,5.27518968323683,-183.0775423258521,False,False
28_03_liver,Metal_A,liver,119.11,Detected,no,5.27518968323683,-75.3175423258521,False,False
28_03_stomach,Metal_A,stomach,3928.39,Detected,no,5.27518968323683,3733.9624576741476,False,False
28_02_muscle,Metal_A,muscle,4.22,BLOD,no,5.27518968323683,-190.2075423258521,False,False
28_02_liver,Metal_A,liver,110.93,Detected,no,5.27518968323683,-83.4975423258521,False,False
28_02_stomach,Metal_A,stomach,10819.08,Detected,no,5.27518968323683,10624.652457674149,True,True
49_05_muscle,Metal_A,muscle,13.68,Detected,no,4.712542126361265,-96.65482766522618,False,False
49_05_liver,Metal_A,liver,73.13,Detected,no,4.712542126361265,-37.204827665226176,False,False
49_05_inksac,Metal_A,inksac,71.61,Detected,no,4.712542126361265,-38.72482766522617,False,False
49_05_stomach,Metal_A,stomach,4228.47,Detected,no,4.712542126361265,4118.135172334774,False,False
28_06_muscle,Metal_A,muscle,7.22,Detected,no,5.27518968323683,-187.2075423258521,False,False
28_06_liver,Metal_A,liver,114.22,Detected,no,5.27518968323683,-80.2075423258521,False,False
28_06_stomach,Metal_A,stomach,9470.32,Detected,no,5.27518968323683,9275.892457674148,True,True
28_09_muscle,Metal_A,muscle,2.52,Detected,no,5.27518968323683,-191.9075423258521,False,False
28_09_liver,Metal_A,liver,94.97,Detected,no,5.27518968323683,-99.4575423258521,False,False
28_09_stomach,Metal_A,stomach,4716.11,Detected,no,5.27518968323683,4521.682457674147,False,False
49_02_muscle,Metal_A,muscle,6.34,Detected,no,4.712542126361265,-103.99482766522617,False,False
49_02_liver,Metal_A,liver,114.76,Detected,no,4.712542126361265,4.425172334773833,False,False
49_02_inksac,Metal_A,inksac,43.58,Detected,no,4.712542126361265,-66.75482766522617,False,False
49_02_stomach,Metal_A,stomach,7171.66,Detected,no,4.712542126361265,7061.325172334774,False,False
28_14_muscle,Metal_A,muscle,4.08,BLOD,no,5.27518968323683,-190.3475423258521,False,False
28_14_liver,Metal_A,liver,124.0,Detected,no,5.27518968323683,-70.4275423258521,False,False
28_14_stomach,Metal_A,stomach,8968.4,Detected,no,5.27518968323683,8773.972457674148,True,True
26_06_muscle,Metal_A,muscle,2.81,Detected,no,4.601846264165487,-95.85815962899188,False,False
26_06_liver,Metal_A,liver,73.66,Detected,no,4.601846264165487,-25.00815962899189,False,False
26_06_stomach,Metal_A,stomach,4054.81,Detected,no,4.601846264165487,3956.141840371008,False,False
47_05_muscle,Metal_A,muscle,4.6,Detected,no,4.591518163860535,-93.04407440978471,False,False
47_05_liver,Metal_A,liver,81.73,Detected,no,4.591518163860535,-15.914074409784703,False,False
47_05_inksac,Metal_A,inksac,102.85,Detected,no,4.591518163860535,5.205925590215287,False,False
47_05_stomach,Metal_A,stomach,4168.79,Detected,no,4.591518163860535,4071.1459255902155,False,False
28_13_muscle,Metal_A,muscle,4.57,Detected,no,5.27518968323683,-189.8575423258521,False,False
28_13_liver,Metal_A,liver,119.02,Detected,no,5.27518968323683,-75.4075423258521,False,False
28_13_stomach,Metal_A,stomach,4594.53,Detected,no,5.27518968323683,4400.102457674147,False,False
28_01_muscle,Metal_A,muscle,19.04,Detected,no,5.27518968323683,-175.3875423258521,False,False
28_01_liver,Metal_A,liver,125.97,Detected,no,5.27518968323683,-68.4575423258521,False,False
28_01_stomach,Metal_A,stomach,11224.03,Detected,no,5.27518968323683,11029.60245767415,True,True
26_12_muscle,Metal_A,muscle,9.13,Detected,no,4.601846264165487,-89.53815962899189,False,False
26_12_liver,Metal_A,liver,150.11,Detected,no,4.601846264165487,51.44184037100813,False,False
26_12_stomach,Metal_A,stomach,4898.2,Detected,no,4.601846264165487,4799.531840371008,False,False
47_06_muscle,Metal_A,muscle,13.05,Detected,no,4.591518163860535,-84.59407440978471,False,False
47_06_liver,Metal_A,liver,82.87,Detected,no,4.591518163860535,-14.774074409784703,False,False
47_06_inksac,Metal_A,inksac,57.68,Detected,no,4.591518163860535,-39.96407440978471,False,False
47_06_stomach,Metal_A,stomach,2585.79,Detected,no,4.591518163860535,2488.1459255902155,False,False
26_05_muscle,Metal_A,muscle,0.33,Detected,no,4.601846264165487,-98.33815962899189,False,False
26_05_liver,Metal_A,liver,121.12,Detected,no,4.601846264165487,22.451840371008117,False,False
26_05_stomach,Metal_A,stomach,6291.98,Detected,no,4.601846264165487,6193.311840371008,False,False
28_07_muscle,Metal_A,muscle,19.9,Detected,no,5.27518968323683,-174.5275423258521,False,False
28_07_liver,Metal_A,liver,128.17,Detected,no,5.27518968323683,-66.25754232585211,False,False
28_07_stomach,Metal_A,stomach,1961.23,Detected,no,5.27518968323683,1766.802457674148,False,False
47_08_muscle,Metal_A,muscle,13.59,Detected,no,4.591518163860535,-84.0540744097847,False,False
47_09_muscle,Metal_A,muscle,14.27,Detected,no,4.591518163860535,-83.37407440978471,False,False
47_08_liver,Metal_A,liver,74.33,Detected,no,4.591518163860535,-23.31407440978471,False,False
47_09_liver,Metal_A,liver,69.46,Detected,no,4.591518163860535,-28.184074409784714,False,False
47_08_inksac,Metal_A,inksac,17.02,Detected,no,4.591518163860535,-80.62407440978471,False,False
47_09_inksac,Metal_A,inksac,7.46,Detected,no,4.591518163860535,-90.18407440978471,False,False
47_08_stomach,Metal_A,stomach,4447.8,Detected,no,4.591518163860535,4350.155925590216,False,False
47_09_stomach,Metal_A,stomach,3137.58,Detected,no,4.591518163860535,3039.9359255902154,False,False
26_13_muscle,Metal_A,muscle,16.79,Detected,no,4.601846264165487,-81.87815962899188,False,False
26_13_liver,Metal_A,liver,86.63,Detected,no,4.601846264165487,-12.038159628991892,False,False
26_13_stomach,Metal_A,stomach,12784.39,Detected,no,4.601846264165487,12685.721840371007,True,True
47_15_muscle,Metal_A,muscle,13.1,Detected,no,4.591518163860535,-84.54407440978471,False,False
47_15_liver,Metal_A,liver,87.39,Detected,no,4.591518163860535,-10.254074409784707,False,False
47_15_inksac,Metal_A,inksac,97.18,Detected,no,4.591518163860535,-0.4640744097847005,False,False
47_15_stomach,Metal_A,stomach,3661.84,Detected,no,4.591518163860535,3564.1959255902157,False,False
26_14_muscle,Metal_A,muscle,15.88,Detected,no,4.601846264165487,-82.78815962899189,False,False
26_14_liver,Metal_A,liver,105.25,Detected,no,4.601846264165487,6.581840371008113,False,False
26_14_stomach,Metal_A,stomach,11591.07,Detected,no,4.601846264165487,11492.401840371007,True,True
47_10_muscle,Metal_A,muscle,15.06,Detected,no,4.591518163860535,-82.5840744097847,False,False
47_10_liver,Metal_A,liver,102.7,Detected,no,4.591518163860535,5.0559255902152955,False,False
47_10_inksac,Metal_A,inksac,46.13,Detected,no,4.591518163860535,-51.514074409784705,False,False
47_10_stomach,Metal_A,stomach,5196.54,Detected,no,4.591518163860535,5098.8959255902155,False,False
26_02_muscle,Metal_A,muscle,2.34,Detected,no,4.601846264165487,-96.32815962899188,False,False
